Frame,X,Y
50,184,49
50,118,55
50,284,77
50,226,65
50,261,74
50,311,65
51,31,68
51,263,69
51,8,63
51,382,77
51,158,45
51,344,76
51,135,58
51,59,73
51,111,48
51,88,54
51,139,78
51,92,74
51,208,66
52,247,59
52,382,77
52,14,68
52,37,73
52,106,45
52,344,76
52,86,53
52,74,71
52,55,54
52,127,59
52,95,72
52,139,78
52,284,77
52,261,74
52,367,61
53,27,71
53,247,59
53,49,46
53,381,77
53,7,61
53,393,57
53,21,44
53,344,76
53,83,68
53,64,76
53,266,69
53,139,78
53,127,59
53,103,75
53,367,59
53,165,78
53,217,67
53,320,61
54,31,68
54,249,61
54,2,59
54,381,77
54,396,56
54,344,76
54,65,76
54,88,68
54,127,59
54,280,74
55,31,67
55,7,63
55,396,54
55,249,60
55,381,77
55,344,76
55,139,78
55,82,75
55,62,77
55,209,75
55,106,64
55,127,60
55,320,59
55,280,74
56,31,67
56,392,53
56,7,63
56,381,77
56,249,59
56,344,76
56,72,75
56,231,74
56,138,78
56,319,56
56,280,74
56,127,59
56,107,64
56,368,54
57,31,67
57,7,63
57,385,51
57,261,64
57,381,77
57,343,76
57,71,75
57,138,78
57,92,67
57,295,56
57,280,74
57,232,59
57,336,56
58,31,67
58,373,49
58,7,63
58,248,62
58,382,77
58,264,74
58,343,76
58,68,75
58,138,78
58,94,72
58,288,56
59,356,48
59,31,67
59,7,63
59,248,60
59,381,77
59,291,70
59,343,76
59,63,75
59,139,78
59,89,68
59,144,55
59,265,77
60,32,67
60,335,47
60,8,63
60,248,58
60,381,77
60,263,73
60,309,68
60,343,76
60,59,72
60,83,69
60,143,78
60,118,62
60,226,56
60,295,51
60,182,58
61,31,67
61,261,64
61,7,63
61,308,46
61,381,77
61,326,67
61,346,77
61,51,72
61,81,68
61,236,56
61,139,78
61,284,46
61,167,57
61,207,54
61,115,65
61,297,69
61,137,58
62,26,70
62,262,66
62,381,77
62,278,45
62,342,65
62,2,77
62,239,60
62,139,78
62,51,70
62,208,56
62,80,66
62,112,63
62,147,57
62,178,54
63,30,67
63,249,62
63,7,64
63,381,77
63,356,64
63,235,44
63,335,77
63,139,78
63,195,59
63,71,67
63,144,55
63,101,62
63,172,50
63,51,74
63,266,73
63,213,48
63,291,67
64,16,70
64,247,59
64,381,77
64,199,44
64,343,76
64,36,77
64,150,55
64,138,78
64,112,54
64,56,67
64,80,75
64,172,43
64,319,65
64,284,77
64,187,60
64,92,57
65,13,69
65,247,59
65,379,61
65,41,75
65,151,44
65,343,76
65,97,50
65,127,51
65,59,60
65,83,69
65,138,78
65,294,65
65,207,69
65,317,63
65,115,78
65,184,70
66,36,72
66,7,64
66,248,63
66,387,59
66,99,44
66,343,76
66,80,53
66,93,72
66,138,78
66,51,51
66,116,61
66,140,57
66,60,73
66,161,69
66,195,69
66,283,78
67,30,68
67,42,45
67,248,62
67,393,57
67,381,77
67,12,43
67,1,66
67,343,76
67,92,72
67,71,71
67,139,78
67,140,57
67,116,62
67,368,59
68,248,61
68,30,67
68,395,56
68,7,63
68,381,77
68,343,76
68,88,67
68,139,78
68,67,75
68,139,57
68,190,77
68,323,59
68,115,63
68,283,77
69,248,60
69,395,54
69,30,67
69,381,77
69,6,63
