Frame,X,Y
27,36,68
27,253,61
27,400,55
27,385,78
27,12,65
27,347,77
27,207,77
27,84,71
27,144,78
27,63,77
27,321,61
27,106,65
27,144,58
27,177,78
27,379,58
27,280,64
28,36,68
28,398,53
28,386,78
28,12,64
28,267,65
28,348,77
28,229,76
28,84,70
28,61,77
28,147,78
28,106,65
28,368,57
28,146,57
28,323,58
28,300,60
29,35,68
29,391,52
29,11,64
29,385,78
29,265,65
29,347,77
29,96,67
29,76,77
29,313,57
29,167,67
30,380,50
30,35,68
30,2,65
30,385,78
30,267,70
30,347,77
30,63,76
30,312,56
30,93,69
30,140,68
30,226,59
30,115,71
30,347,51
31,35,68
31,364,49
31,266,69
31,11,64
31,384,78
31,289,71
31,346,77
31,56,76
31,89,67
31,125,68
31,344,51
31,206,59
32,34,68
32,344,47
32,266,73
32,11,65
32,307,70
32,384,77
32,346,77
32,89,67
32,112,69
32,151,65
32,59,74
32,256,55
32,130,59
33,33,68
33,319,46
33,251,63
33,9,64
33,323,68
33,383,77
33,345,77
33,89,68
33,228,58
33,171,58
33,268,74
33,53,73
33,116,64
33,288,50
33,140,59
33,267,50
33,288,78
34,33,68
34,264,72
34,383,78
34,10,64
34,339,66
34,285,45
34,219,57
34,238,48
34,89,67
34,65,69
34,191,53
34,140,78
34,160,57
34,119,64
34,258,45
35,32,67
35,263,66
35,9,64
35,353,65
35,383,78
35,248,44
35,336,77
35,206,52
35,128,58
35,76,66
35,180,50
35,96,63
35,55,69
35,139,78
35,148,55
36,30,67
36,8,64
36,248,59
36,382,77
36,212,44
36,366,63
36,344,76
36,156,55
36,75,64
36,178,50
36,112,57
36,53,68
36,139,78
36,197,69
36,267,73
37,17,69
37,248,59
37,377,62
37,166,44
37,344,76
37,48,74
37,110,63
37,134,52
37,91,73
37,139,78
37,201,68
37,66,61
37,159,70
38,8,63
38,248,59
38,38,73
38,382,77
38,115,44
38,344,76
38,72,48
38,63,77
38,91,73
38,96,51
38,133,58
38,201,68
38,51,57
38,135,78
38,369,60
38,319,63
39,10,62
39,29,72
39,248,59
39,60,44
39,392,58
39,382,77
39,344,76
39,30,42
39,163,78
39,140,78
39,73,72
39,93,72
39,133,58
39,214,67
39,186,67
39,311,61
40,12,66
40,248,59
40,396,57
40,1,46
40,382,77
40,31,74
40,344,76
40,89,73
40,186,77
40,60,73
40,133,58
40,360,59
40,110,73
40,303,60
41,32,67
41,248,59
41,8,63
41,397,55
41,382,77
41,344,76
41,207,76
41,87,73
41,139,78
41,60,73
41,307,61
41,133,58
41,113,74
41,169,75
41,272,63
41,371,55
42,32,67
42,394,53
42,249,59
42,7,64
42,382,77
42,344,76
42,71,76
42,227,74
42,102,64
42,133,58
42,283,60
42,306,59
42,144,76
42,341,56
43,32,67
43,387,52
43,10,65
43,261,65
43,382,77
43,344,76
43,71,75
43,96,70
43,133,58
43,307,57
43,327,55
43,284,59
44,375,50
44,31,67
44,7,63
44,263,69
44,381,77
44,344,76
44,62,75
44,83,70
44,133,58
44,139,78
44,331,53
44,307,55
44,231,58
44,167,66
44,104,64
45,359,49
45,31,67
45,263,68
45,10,64
45,382,77
45,289,70
45,344,76
45,57,75
45,139,78
45,84,74
45,133,58
45,303,51
45,238,58
45,335,49
46,32,67
46,338,48
46,263,67
46,9,64
46,382,77
46,307,68
46,344,76
46,52,75
46,224,55
46,96,67
46,116,63
46,145,56
46,190,58
46,76,70
46,147,77
47,32,67
47,250,62
47,382,77
47,312,46
47,8,65
47,324,67
47,344,76
47,52,75
47,139,78
47,92,75
47,72,69
47,221,53
47,116,63
47,197,56
47,171,58
47,280,47
47,138,57
48,31,67
48,250,62
48,382,77
48,8,65
48,339,66
48,282,46
48,207,57
48,54,70
48,92,75
48,139,78
48,232,52
48,156,57
48,128,60
48,303,67
48,178,55
49,31,67
49,248,59
49,382,77
49,8,64
49,354,64
49,335,77
49,209,51
49,48,78
49,178,57
49,139,78
49,231,43
49,75,73
49,98,62
49,123,59
49,314,66
49,226,66
49,280,74
49,150,55
50,16,70
50,247,59
50,382,77
50,367,62
50,205,45
50,344,76
50,67,65
50,92,73
50,36,77
50,155,55
50,139,78
